"","OTU","Sample","Abundance","Group","Source","EarTag","Genotype","Treatment","TreatmentWeek","WeekTreatment","Individual","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"227","0df6c802966e8670279671824da4f10a","A5267-2",0,"G1","0","5267","IL10","IL10-SPF","IL10-SPF W0","W0 IL10-SPF","IL10-SPF W0-5267","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus",NA
"232","0df6c802966e8670279671824da4f10a","A5267-6",0,"G1","4","5267","IL10","IL10-SPF","IL10-SPF W4","W4 IL10-SPF","IL10-SPF W4-5267","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus",NA
"235","0df6c802966e8670279671824da4f10a","A5267-4",0,"G1","2","5267","IL10","IL10-SPF","IL10-SPF W2","W2 IL10-SPF","IL10-SPF W2-5267","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus",NA
"237","0df6c802966e8670279671824da4f10a","A5274-2",0,"G1","0","5274","IL10","IL10-SPF","IL10-SPF W0","W0 IL10-SPF","IL10-SPF W0-5274","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus",NA
"241","0df6c802966e8670279671824da4f10a","G4_5931_4",0,"G4","2","5931","IL10","IL10-SPF+BF","IL10-SPF+BF W2","W2 IL10-SPF+BF","IL10-SPF+BF W2-5931","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus",NA
"245","0df6c802966e8670279671824da4f10a","G4_5931_2",0,"G4","0","5931","IL10","IL10-SPF+BF","IL10-SPF+BF W0","W0 IL10-SPF+BF","IL10-SPF+BF W0-5931","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus",NA
"247","0df6c802966e8670279671824da4f10a","G4_5934_2",0,"G4","0","5934","IL10","IL10-SPF+BF","IL10-SPF+BF W0","W0 IL10-SPF+BF","IL10-SPF+BF W0-5934","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus",NA
"257","0df6c802966e8670279671824da4f10a","A5272-2",0,"G1","0","5272","IL10","IL10-SPF","IL10-SPF W0","W0 IL10-SPF","IL10-SPF W0-5272","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus",NA
"263","0e6645acd71bc7e1dc285638b8c3b44b","G4_5933_4",0,"G4","2","5933","IL10","IL10-SPF+BF","IL10-SPF+BF W2","W2 IL10-SPF+BF","IL10-SPF+BF W2-5933","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA
"264","0e6645acd71bc7e1dc285638b8c3b44b","A5272-4",0,"G1","2","5272","IL10","IL10-SPF","IL10-SPF W2","W2 IL10-SPF","IL10-SPF W2-5272","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA
"265","0e6645acd71bc7e1dc285638b8c3b44b","G10-5513-6",0,"G10","4","5513","IL10","IL10-SPF","IL10-SPF W4","W4 IL10-SPF","IL10-SPF W4-5513","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA
"267","0e6645acd71bc7e1dc285638b8c3b44b","G4_5932_8",0,"G4","6","5932","IL10","IL10-SPF+BF","IL10-SPF+BF W6","W6 IL10-SPF+BF","IL10-SPF+BF W6-5932","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA
"268","0e6645acd71bc7e1dc285638b8c3b44b","G11-5516-2",0,"G11","0","5516","IL10","IL10-SPF+BF","IL10-SPF+BF W0","W0 IL10-SPF+BF","IL10-SPF+BF W0-5516","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA
"269","0e6645acd71bc7e1dc285638b8c3b44b","G11-5517-4",0,"G11","2","5517","IL10","IL10-SPF+BF","IL10-SPF+BF W2","W2 IL10-SPF+BF","IL10-SPF+BF W2-5517","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA
"276","0e6645acd71bc7e1dc285638b8c3b44b","G10-5514-2",0,"G10","0","5514","IL10","IL10-SPF","IL10-SPF W0","W0 IL10-SPF","IL10-SPF W0-5514","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA
"277","0e6645acd71bc7e1dc285638b8c3b44b","G10-5513-4",0,"G10","2","5513","IL10","IL10-SPF","IL10-SPF W2","W2 IL10-SPF","IL10-SPF W2-5513","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA
"278","0e6645acd71bc7e1dc285638b8c3b44b","G11-5515-8",0,"G11","6","5515","IL10","IL10-SPF+BF","IL10-SPF+BF W6","W6 IL10-SPF+BF","IL10-SPF+BF W6-5515","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA
"279","0e6645acd71bc7e1dc285638b8c3b44b","G11-5515-2",0,"G11","0","5515","IL10","IL10-SPF+BF","IL10-SPF+BF W0","W0 IL10-SPF+BF","IL10-SPF+BF W0-5515","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA
"280","0e6645acd71bc7e1dc285638b8c3b44b","G10-5513-2",0,"G10","0","5513","IL10","IL10-SPF","IL10-SPF W0","W0 IL10-SPF","IL10-SPF W0-5513","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA
"282","0e6645acd71bc7e1dc285638b8c3b44b","G11-5516-6",0,"G11","4","5516","IL10","IL10-SPF+BF","IL10-SPF+BF W4","W4 IL10-SPF+BF","IL10-SPF+BF W4-5516","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA
"283","0e6645acd71bc7e1dc285638b8c3b44b","G11-5517-8",0,"G11","6","5517","IL10","IL10-SPF+BF","IL10-SPF+BF W6","W6 IL10-SPF+BF","IL10-SPF+BF W6-5517","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA
"284","0e6645acd71bc7e1dc285638b8c3b44b","G10-5512-8",0,"G10","6","5512","IL10","IL10-SPF","IL10-SPF W6","W6 IL10-SPF","IL10-SPF W6-5512","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA
"286","0e6645acd71bc7e1dc285638b8c3b44b","G11-5516-8",0,"G11","6","5516","IL10","IL10-SPF+BF","IL10-SPF+BF W6","W6 IL10-SPF+BF","IL10-SPF+BF W6-5516","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA
"287","0e6645acd71bc7e1dc285638b8c3b44b","A5274-8",0,"G1","6","5274","IL10","IL10-SPF","IL10-SPF W6","W6 IL10-SPF","IL10-SPF W6-5274","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA
"292","0e6645acd71bc7e1dc285638b8c3b44b","G10-5512-4",0,"G10","2","5512","IL10","IL10-SPF","IL10-SPF W2","W2 IL10-SPF","IL10-SPF W2-5512","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA
"293","0e6645acd71bc7e1dc285638b8c3b44b","A5273-2",0,"G1","0","5273","IL10","IL10-SPF","IL10-SPF W0","W0 IL10-SPF","IL10-SPF W0-5273","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA
"295","0e6645acd71bc7e1dc285638b8c3b44b","G10-5513-8",0,"G10","6","5513","IL10","IL10-SPF","IL10-SPF W6","W6 IL10-SPF","IL10-SPF W6-5513","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA
"296","0e6645acd71bc7e1dc285638b8c3b44b","G4_5932_6",0,"G4","4","5932","IL10","IL10-SPF+BF","IL10-SPF+BF W4","W4 IL10-SPF+BF","IL10-SPF+BF W4-5932","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA
"297","0e6645acd71bc7e1dc285638b8c3b44b","G10-5512-2",0,"G10","0","5512","IL10","IL10-SPF","IL10-SPF W0","W0 IL10-SPF","IL10-SPF W0-5512","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA
"299","0e6645acd71bc7e1dc285638b8c3b44b","G10-5512-6",0,"G10","4","5512","IL10","IL10-SPF","IL10-SPF W4","W4 IL10-SPF","IL10-SPF W4-5512","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA
"300","0e6645acd71bc7e1dc285638b8c3b44b","G10-5514-4",0,"G10","2","5514","IL10","IL10-SPF","IL10-SPF W2","W2 IL10-SPF","IL10-SPF W2-5514","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA
"302","0e6645acd71bc7e1dc285638b8c3b44b","G11-5515-4",0,"G11","2","5515","IL10","IL10-SPF+BF","IL10-SPF+BF W2","W2 IL10-SPF+BF","IL10-SPF+BF W2-5515","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA
"303","0e6645acd71bc7e1dc285638b8c3b44b","G10-5514-6",0,"G10","4","5514","IL10","IL10-SPF","IL10-SPF W4","W4 IL10-SPF","IL10-SPF W4-5514","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA
"307","0e6645acd71bc7e1dc285638b8c3b44b","G11-5517-6",0,"G11","4","5517","IL10","IL10-SPF+BF","IL10-SPF+BF W4","W4 IL10-SPF+BF","IL10-SPF+BF W4-5517","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA
"309","0e6645acd71bc7e1dc285638b8c3b44b","G4_5933_6",0,"G4","4","5933","IL10","IL10-SPF+BF","IL10-SPF+BF W4","W4 IL10-SPF+BF","IL10-SPF+BF W4-5933","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA
"311","0e6645acd71bc7e1dc285638b8c3b44b","G4_5934_6",0,"G4","4","5934","IL10","IL10-SPF+BF","IL10-SPF+BF W4","W4 IL10-SPF+BF","IL10-SPF+BF W4-5934","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA
"368","129500150cad877075ed12b0c9424282","G11-5515-2",0,"G11","0","5515","IL10","IL10-SPF+BF","IL10-SPF+BF W0","W0 IL10-SPF+BF","IL10-SPF+BF W0-5515","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","S24-7",NA,NA
"394","129500150cad877075ed12b0c9424282","G11-5516-2",0,"G11","0","5516","IL10","IL10-SPF+BF","IL10-SPF+BF W0","W0 IL10-SPF+BF","IL10-SPF+BF W0-5516","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","S24-7",NA,NA
"405","129500150cad877075ed12b0c9424282","A5274-4",0,"G1","2","5274","IL10","IL10-SPF","IL10-SPF W2","W2 IL10-SPF","IL10-SPF W2-5274","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","S24-7",NA,NA
"407","129500150cad877075ed12b0c9424282","A5272-8",0,"G1","6","5272","IL10","IL10-SPF","IL10-SPF W6","W6 IL10-SPF","IL10-SPF W6-5272","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","S24-7",NA,NA
"416","129500150cad877075ed12b0c9424282","G10-5512-6",0,"G10","4","5512","IL10","IL10-SPF","IL10-SPF W4","W4 IL10-SPF","IL10-SPF W4-5512","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","S24-7",NA,NA
"419","1930d2ae4018583d606e705beea31bd1","G11-5517-4",0,"G11","2","5517","IL10","IL10-SPF+BF","IL10-SPF+BF W2","W2 IL10-SPF+BF","IL10-SPF+BF W2-5517","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","S24-7",NA,NA
"423","1930d2ae4018583d606e705beea31bd1","G11-5516-8",0,"G11","6","5516","IL10","IL10-SPF+BF","IL10-SPF+BF W6","W6 IL10-SPF+BF","IL10-SPF+BF W6-5516","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","S24-7",NA,NA
"426","1930d2ae4018583d606e705beea31bd1","G11-5515-4",0,"G11","2","5515","IL10","IL10-SPF+BF","IL10-SPF+BF W2","W2 IL10-SPF+BF","IL10-SPF+BF W2-5515","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","S24-7",NA,NA
"438","1930d2ae4018583d606e705beea31bd1","A5272-6",0,"G1","4","5272","IL10","IL10-SPF","IL10-SPF W4","W4 IL10-SPF","IL10-SPF W4-5272","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","S24-7",NA,NA
"453","1930d2ae4018583d606e705beea31bd1","A5273-4",0,"G1","2","5273","IL10","IL10-SPF","IL10-SPF W2","W2 IL10-SPF","IL10-SPF W2-5273","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","S24-7",NA,NA
"466","1930d2ae4018583d606e705beea31bd1","A5272-2",0,"G1","0","5272","IL10","IL10-SPF","IL10-SPF W0","W0 IL10-SPF","IL10-SPF W0-5272","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","S24-7",NA,NA
"471","19bb6fdfb210eda549aee95a652e0fdf","G11-5515-2",0,"G11","0","5515","IL10","IL10-SPF+BF","IL10-SPF+BF W0","W0 IL10-SPF+BF","IL10-SPF+BF W0-5515","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","S24-7",NA,NA
"472","19bb6fdfb210eda549aee95a652e0fdf","G10-5513-6",0,"G10","4","5513","IL10","IL10-SPF","IL10-SPF W4","W4 IL10-SPF","IL10-SPF W4-5513","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","S24-7",NA,NA
"475","19bb6fdfb210eda549aee95a652e0fdf","G11-5517-4",0,"G11","2","5517","IL10","IL10-SPF+BF","IL10-SPF+BF W2","W2 IL10-SPF+BF","IL10-SPF+BF W2-5517","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","S24-7",NA,NA
"479","19bb6fdfb210eda549aee95a652e0fdf","A5273-8",0,"G1","6","5273","IL10","IL10-SPF","IL10-SPF W6","W6 IL10-SPF","IL10-SPF W6-5273","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","S24-7",NA,NA
"482","19bb6fdfb210eda549aee95a652e0fdf","G11-5515-8",0,"G11","6","5515","IL10","IL10-SPF+BF","IL10-SPF+BF W6","W6 IL10-SPF+BF","IL10-SPF+BF W6-5515","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","S24-7",NA,NA
"483","19bb6fdfb210eda549aee95a652e0fdf","G10-5514-2",0,"G10","0","5514","IL10","IL10-SPF","IL10-SPF W0","W0 IL10-SPF","IL10-SPF W0-5514","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","S24-7",NA,NA
"485","19bb6fdfb210eda549aee95a652e0fdf","G11-5516-6",0,"G11","4","5516","IL10","IL10-SPF+BF","IL10-SPF+BF W4","W4 IL10-SPF+BF","IL10-SPF+BF W4-5516","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","S24-7",NA,NA
"488","19bb6fdfb210eda549aee95a652e0fdf","G10-5513-8",0,"G10","6","5513","IL10","IL10-SPF","IL10-SPF W6","W6 IL10-SPF","IL10-SPF W6-5513","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","S24-7",NA,NA
"493","19bb6fdfb210eda549aee95a652e0fdf","G11-5516-8",0,"G11","6","5516","IL10","IL10-SPF+BF","IL10-SPF+BF W6","W6 IL10-SPF+BF","IL10-SPF+BF W6-5516","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","S24-7",NA,NA
"495","19bb6fdfb210eda549aee95a652e0fdf","G11-5515-4",0,"G11","2","5515","IL10","IL10-SPF+BF","IL10-SPF+BF W2","W2 IL10-SPF+BF","IL10-SPF+BF W2-5515","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","S24-7",NA,NA
"496","19bb6fdfb210eda549aee95a652e0fdf","G10-5513-4",0,"G10","2","5513","IL10","IL10-SPF","IL10-SPF W2","W2 IL10-SPF","IL10-SPF W2-5513","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","S24-7",NA,NA
"500","19bb6fdfb210eda549aee95a652e0fdf","A5267-4",0,"G1","2","5267","IL10","IL10-SPF","IL10-SPF W2","W2 IL10-SPF","IL10-SPF W2-5267","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","S24-7",NA,NA
"501","19bb6fdfb210eda549aee95a652e0fdf","G11-5516-2",0,"G11","0","5516","IL10","IL10-SPF+BF","IL10-SPF+BF W0","W0 IL10-SPF+BF","IL10-SPF+BF W0-5516","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","S24-7",NA,NA
"504","19bb6fdfb210eda549aee95a652e0fdf","G11-5517-8",0,"G11","6","5517","IL10","IL10-SPF+BF","IL10-SPF+BF W6","W6 IL10-SPF+BF","IL10-SPF+BF W6-5517","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","S24-7",NA,NA
"505","19bb6fdfb210eda549aee95a652e0fdf","G10-5512-8",0,"G10","6","5512","IL10","IL10-SPF","IL10-SPF W6","W6 IL10-SPF","IL10-SPF W6-5512","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","S24-7",NA,NA
"507","19bb6fdfb210eda549aee95a652e0fdf","A5274-8",0,"G1","6","5274","IL10","IL10-SPF","IL10-SPF W6","W6 IL10-SPF","IL10-SPF W6-5274","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","S24-7",NA,NA
"508","19bb6fdfb210eda549aee95a652e0fdf","G11-5517-6",0,"G11","4","5517","IL10","IL10-SPF+BF","IL10-SPF+BF W4","W4 IL10-SPF+BF","IL10-SPF+BF W4-5517","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","S24-7",NA,NA
"509","19bb6fdfb210eda549aee95a652e0fdf","A5273-4",0,"G1","2","5273","IL10","IL10-SPF","IL10-SPF W2","W2 IL10-SPF","IL10-SPF W2-5273","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","S24-7",NA,NA
"513","19bb6fdfb210eda549aee95a652e0fdf","G10-5512-2",0,"G10","0","5512","IL10","IL10-SPF","IL10-SPF W0","W0 IL10-SPF","IL10-SPF W0-5512","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","S24-7",NA,NA
"514","19bb6fdfb210eda549aee95a652e0fdf","G10-5512-6",0,"G10","4","5512","IL10","IL10-SPF","IL10-SPF W4","W4 IL10-SPF","IL10-SPF W4-5512","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","S24-7",NA,NA
"517","19bb6fdfb210eda549aee95a652e0fdf","A5272-6",0,"G1","4","5272","IL10","IL10-SPF","IL10-SPF W4","W4 IL10-SPF","IL10-SPF W4-5272","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","S24-7",NA,NA
"518","19bb6fdfb210eda549aee95a652e0fdf","G10-5514-6",0,"G10","4","5514","IL10","IL10-SPF","IL10-SPF W4","W4 IL10-SPF","IL10-SPF W4-5514","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","S24-7",NA,NA
"519","19bb6fdfb210eda549aee95a652e0fdf","G10-5514-4",0,"G10","2","5514","IL10","IL10-SPF","IL10-SPF W2","W2 IL10-SPF","IL10-SPF W2-5514","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","S24-7",NA,NA
"529","1dde417c45171347b0ec07088aa49839","A5272-6",0,"G1","4","5272","IL10","IL10-SPF","IL10-SPF W4","W4 IL10-SPF","IL10-SPF W4-5272","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","S24-7",NA,NA
"535","1dde417c45171347b0ec07088aa49839","G4_5934_2",0,"G4","0","5934","IL10","IL10-SPF+BF","IL10-SPF+BF W0","W0 IL10-SPF+BF","IL10-SPF+BF W0-5934","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","S24-7",NA,NA
"538","1dde417c45171347b0ec07088aa49839","A5272-8",0,"G1","6","5272","IL10","IL10-SPF","IL10-SPF W6","W6 IL10-SPF","IL10-SPF W6-5272","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","S24-7",NA,NA
"539","1dde417c45171347b0ec07088aa49839","A5267-2",0,"G1","0","5267","IL10","IL10-SPF","IL10-SPF W0","W0 IL10-SPF","IL10-SPF W0-5267","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","S24-7",NA,NA
"558","1dde417c45171347b0ec07088aa49839","G10-5512-6",0,"G10","4","5512","IL10","IL10-SPF","IL10-SPF W4","W4 IL10-SPF","IL10-SPF W4-5512","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","S24-7",NA,NA
"561","1dde417c45171347b0ec07088aa49839","G4_5931_2",0,"G4","0","5931","IL10","IL10-SPF+BF","IL10-SPF+BF W0","W0 IL10-SPF+BF","IL10-SPF+BF W0-5931","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","S24-7",NA,NA
"571","1dde417c45171347b0ec07088aa49839","G4_5933_2",0,"G4","0","5933","IL10","IL10-SPF+BF","IL10-SPF+BF W0","W0 IL10-SPF+BF","IL10-SPF+BF W0-5933","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","S24-7",NA,NA
"577","1fdb09b154f347c35de3aad68774cb79","A5273-2",0,"G1","0","5273","IL10","IL10-SPF","IL10-SPF W0","W0 IL10-SPF","IL10-SPF W0-5273","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA
"578","1fdb09b154f347c35de3aad68774cb79","G4_5932_8",0,"G4","6","5932","IL10","IL10-SPF+BF","IL10-SPF+BF W6","W6 IL10-SPF+BF","IL10-SPF+BF W6-5932","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA
"583","1fdb09b154f347c35de3aad68774cb79","G11-5516-8",0,"G11","6","5516","IL10","IL10-SPF+BF","IL10-SPF+BF W6","W6 IL10-SPF+BF","IL10-SPF+BF W6-5516","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA
"587","1fdb09b154f347c35de3aad68774cb79","G11-5515-4",0,"G11","2","5515","IL10","IL10-SPF+BF","IL10-SPF+BF W2","W2 IL10-SPF+BF","IL10-SPF+BF W2-5515","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA
"595","1fdb09b154f347c35de3aad68774cb79","G4_5933_6",0,"G4","4","5933","IL10","IL10-SPF+BF","IL10-SPF+BF W4","W4 IL10-SPF+BF","IL10-SPF+BF W4-5933","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA
"597","1fdb09b154f347c35de3aad68774cb79","G10-5514-4",0,"G10","2","5514","IL10","IL10-SPF","IL10-SPF W2","W2 IL10-SPF","IL10-SPF W2-5514","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA
"598","1fdb09b154f347c35de3aad68774cb79","G4_5933_4",0,"G4","2","5933","IL10","IL10-SPF+BF","IL10-SPF+BF W2","W2 IL10-SPF+BF","IL10-SPF+BF W2-5933","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA
"601","1fdb09b154f347c35de3aad68774cb79","G10-5513-4",0,"G10","2","5513","IL10","IL10-SPF","IL10-SPF W2","W2 IL10-SPF","IL10-SPF W2-5513","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA
"603","1fdb09b154f347c35de3aad68774cb79","G11-5517-4",0,"G11","2","5517","IL10","IL10-SPF+BF","IL10-SPF+BF W2","W2 IL10-SPF+BF","IL10-SPF+BF W2-5517","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA
"606","1fdb09b154f347c35de3aad68774cb79","G11-5516-2",0,"G11","0","5516","IL10","IL10-SPF+BF","IL10-SPF+BF W0","W0 IL10-SPF+BF","IL10-SPF+BF W0-5516","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA
"607","1fdb09b154f347c35de3aad68774cb79","G10-5514-6",0,"G10","4","5514","IL10","IL10-SPF","IL10-SPF W4","W4 IL10-SPF","IL10-SPF W4-5514","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA
"613","1fdb09b154f347c35de3aad68774cb79","G11-5517-6",0,"G11","4","5517","IL10","IL10-SPF+BF","IL10-SPF+BF W4","W4 IL10-SPF+BF","IL10-SPF+BF W4-5517","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA
"616","1fdb09b154f347c35de3aad68774cb79","G11-5516-6",0,"G11","4","5516","IL10","IL10-SPF+BF","IL10-SPF+BF W4","W4 IL10-SPF+BF","IL10-SPF+BF W4-5516","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA
"617","1fdb09b154f347c35de3aad68774cb79","G11-5515-2",0,"G11","0","5515","IL10","IL10-SPF+BF","IL10-SPF+BF W0","W0 IL10-SPF+BF","IL10-SPF+BF W0-5515","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA
"621","1fdb09b154f347c35de3aad68774cb79","G10-5512-8",0,"G10","6","5512","IL10","IL10-SPF","IL10-SPF W6","W6 IL10-SPF","IL10-SPF W6-5512","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA
"624","1fdb09b154f347c35de3aad68774cb79","G4_5934_6",0,"G4","4","5934","IL10","IL10-SPF+BF","IL10-SPF+BF W4","W4 IL10-SPF+BF","IL10-SPF+BF W4-5934","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA
"625","294439019add4f19e8d5d95d40921207","G10-5513-6",0,"G10","4","5513","IL10","IL10-SPF","IL10-SPF W4","W4 IL10-SPF","IL10-SPF W4-5513","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","[Ruminococcus]","gnavus"
"626","294439019add4f19e8d5d95d40921207","G4_5930_2",0,"G4","0","5930","IL10","IL10-SPF+BF","IL10-SPF+BF W0","W0 IL10-SPF+BF","IL10-SPF+BF W0-5930","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","[Ruminococcus]","gnavus"
"627","294439019add4f19e8d5d95d40921207","G11-5515-8",0,"G11","6","5515","IL10","IL10-SPF+BF","IL10-SPF+BF W6","W6 IL10-SPF+BF","IL10-SPF+BF W6-5515","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","[Ruminococcus]","gnavus"
"628","294439019add4f19e8d5d95d40921207","G4_5930_6",0,"G4","4","5930","IL10","IL10-SPF+BF","IL10-SPF+BF W4","W4 IL10-SPF+BF","IL10-SPF+BF W4-5930","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","[Ruminococcus]","gnavus"
"629","294439019add4f19e8d5d95d40921207","G10-5514-2",0,"G10","0","5514","IL10","IL10-SPF","IL10-SPF W0","W0 IL10-SPF","IL10-SPF W0-5514","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","[Ruminococcus]","gnavus"
"630","294439019add4f19e8d5d95d40921207","G11-5516-8",0,"G11","6","5516","IL10","IL10-SPF+BF","IL10-SPF+BF W6","W6 IL10-SPF+BF","IL10-SPF+BF W6-5516","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","[Ruminococcus]","gnavus"
"631","294439019add4f19e8d5d95d40921207","G10-5513-2",0,"G10","0","5513","IL10","IL10-SPF","IL10-SPF W0","W0 IL10-SPF","IL10-SPF W0-5513","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","[Ruminococcus]","gnavus"
